geneID	gene_name	CC7_fpkm	CC8_fpkm	CC1_fpkm	CC2_fpkm	CC3_fpkm	CC4_fpkm	CC5_fpkm	CC6_fpkm	IT2_fpkm	IT1_fpkm	IT3_fpkm	IT4_fpkm	IT5_fpkm	IT6_fpkm	IT7_fpkm	ACLF1_fpkm	ACLF2_fpkm	ACLF3_fpkm	ACLF4_fpkm	ACLF5_fpkm	ACLF6_fpkm	ACLF7_fpkm	ACLF8_fpkm	ACLF10_fpkm	ACLF11_fpkm	ACLF12_fpkm	ACLF14_fpkm	ACLF15_fpkm	DC1_fpkm	DC2_fpkm	DC3_fpkm	DC4_fpkm	DC5_fpkm	DC6_fpkm	DC7_fpkm	DC8_fpkm	DC9_fpkm	DC10_fpkm	DC11_fpkm	DC12_fpkm	CHB1_fpkm	CHB2_fpkm	CHB3_fpkm	CHB4_fpkm	CHB5_fpkm	CHB6_fpkm	CHB7_fpkm	CHB8_fpkm	CHB9_fpkm	CHB10_fpkm	CC7_count	CC8_count	CC1_count	CC2_count	CC3_count	CC4_count	CC5_count	CC6_count	IT2_count	IT1_count	IT3_count	IT4_count	IT5_count	IT6_count	IT7_count	ACLF1_count	ACLF2_count	ACLF3_count	ACLF4_count	ACLF5_count	ACLF6_count	ACLF7_count	ACLF8_count	ACLF10_count	ACLF11_count	ACLF12_count	ACLF14_count	ACLF15_count	DC1_count	DC2_count	DC3_count	DC4_count	DC5_count	DC6_count	DC7_count	DC8_count	DC9_count	DC10_count	DC11_count	DC12_count	CHB1_count	CHB2_count	CHB3_count	CHB4_count	CHB5_count	CHB6_count	CHB7_count	CHB8_count	CHB9_count	CHB10_count	CC_vs_CHB.log2FoldChange	CC_vs_CHB.pvalue	CC_vs_CHB.padj	CC_vs_CHB.regulated	DC_vs_CHB.log2FoldChange	DC_vs_CHB.pvalue	DC_vs_CHB.padj	DC_vs_CHB.regulated	ACLF_vs_CHB.log2FoldChange	ACLF_vs_CHB.pvalue	ACLF_vs_CHB.padj	ACLF_vs_CHB.regulated	DC_vs_CC.log2FoldChange	DC_vs_CC.pvalue	DC_vs_CC.padj	DC_vs_CC.regulated	ACLF_vs_CC.log2FoldChange	ACLF_vs_CC.pvalue	ACLF_vs_CC.padj	ACLF_vs_CC.regulated	ACLF_vs_DC.log2FoldChange	ACLF_vs_DC.pvalue	ACLF_vs_DC.padj	ACLF_vs_DC.regulated	chr	start	end	strand	gene_biotype	gene_description	KEGG	KEGG_pathway	GO	TF_Family
ENSG00000167702	KIFC2	12.3515	16.0035	14.4208	19.2419	17.4307	19.8081	13.8948	19.3037	21.3316	18.7747	18.6167	13.7858	18.712	14.9859	18.1284	20.5802	17.9493	14.569	16.3698	16.2267	14.9523	19.1891	22.0437	14.9836	15.9597	15.3782	14.1702	16.1001	12.8868	15.5951	13.9026	15.3634	14.4963	18.0664	14.9181	13.0047	13.441	17.5113	12.2984	10.6665	19.7088	18.7994	11.6551	12.908	13.4407	17.9249	11.0202	11.7247	10.4493	20.5756	1445	1838	1517	2118	1701	1536	1316	2168	2294	1953	1914	1404	1900	1429	2220	2432	1928	1625	1724	1877	1455	1977	2373	2029	2034	1900	1583	1651	1613	1823	1472	1609	1812	1936	1813	1549	1342	1966	1404	1205	2156	2077	1423	1393	1415	1772	911	1233	1239	2239	-0.0374	0.776872817	0.956017048	false	-0.14991	0.144677854	0.373727603	false	0.05873	0.587546031	0.774739298	false	-0.11962	0.306329204	0.635308052	false	0.09398	0.45363844	0.722478337	false	0.20777	0.03323497	0.503807956	up	8	144466043	144474202	+	protein_coding	kinesin family member C2 [Source:HGNC Symbol%3BAcc:HGNC:29530]	K10406: KIFC2_3; kinesin family member C2/C3	NA	GO:0003777: microtubule motor activity; GO:0005524: ATP binding; GO:0005634: nucleus; GO:0005737: cytoplasm; GO:0005815: microtubule organizing center; GO:0005871: kinesin complex; GO:0005874: microtubule; GO:0007018: microtubule-based movement; GO:0008017: microtubule binding; GO:0016887: ATP hydrolysis activity; GO:0072686: mitotic spindle; GO:0090307: mitotic spindle assembly	NA
ENSG00000167703	SLC43A2	11.0362	9.6243	12.4928	6.9715	5.324	7.5491	10.4753	5.791	5.6345	9.6304	9.7521	3.0016	9.5356	8.6719	6.441	10.8761	9.4279	19.9481	30.0096	14.4026	4.3696	6.0441	15.1917	10.3428	22.2916	6.6081	15.6376	15.5063	12.3957	12.8817	12.4833	14.0057	14.2374	17.5191	9.2816	12.8076	10.3737	5.9275	23.0858	12.0302	9.5755	8.4715	4.7431	11.6648	9.3922	5.298	18.1345	6.5912	7.2286	3.2408	3079	2636	3134	1830	1239	1396	2366	1551	1445	2389	2391	729	2309	1972	1881	3065	2415	5306	7537	3973	1014	1485	3900	3340	6775	1947	4166	3792	3700	3591	3152	3498	4244	4477	2690	3638	2470	1587	6285	3241	2498	2232	1381	3002	2358	1249	3575	1653	2044	841	0.02564	0.906939682	0.983678288	false	0.65035	0.001706481	0.027356028	up	0.89817	0.000128452	0.003921807	up	0.61748	0.008354334	0.08991842	up	0.86745	0.001651417	0.033201792	up	0.24009	0.344764701	0.870278566	false	17	1569268	1628886	-	protein_coding	solute carrier family 43 member 2 [Source:HGNC Symbol%3BAcc:HGNC:23087]	K08229: SLC43A2; MFS transporter, LAT3 family, solute carrier family 43, member 2	NA	GO:0005515: protein binding; GO:0005886: plasma membrane; GO:0006865: amino acid transport; GO:0015171: amino acid transmembrane transporter activity; GO:0015175: neutral amino acid transmembrane transporter activity; GO:0015179: L-amino acid transmembrane transporter activity; GO:0015804: neutral amino acid transport; GO:0015807: L-amino acid transport; GO:0016021: integral component of membrane; GO:0051956: negative regulation of amino acid transport; GO:0060358: negative regulation of leucine import; GO:1902475: L-alpha-amino acid transmembrane transport	NA
ENSG00000167705	RILP	2.431	2.6605	5.0496	1.5802	2.2159	3.7888	2.8539	1.9463	1.6392	3.0052	4.298	1.9848	3.7268	3.4508	2.38	4.9526	4.2232	6.1322	7.7889	5.5472	2.512	3.0798	5	5.1724	7.1557	2.1116	5.0285	3.3923	4.6007	5.1876	4.8394	6.3737	5.3967	6.1634	3.8681	4.4399	3.2487	2.6169	3.9119	3.7658	3.5237	3.8081	1.1743	4.7045	2.9917	2.3776	3.611	2.7714	3.0725	1.728	121	130	226	74	92	125	115	93	75	133	188	86	161	140	124	249	193	291	349	273	104	135	229	298	388	111	239	148	245	258	218	284	287	281	200	225	138	125	190	181	164	179	61	216	134	100	127	124	155	80	-0.15718	0.446845793	0.858514017	false	0.52936	0.001345641	0.02375398	up	0.7995	1.7883E-05	0.001154142	up	0.68048	0.001101187	0.02666865	up	0.95438	6.46594E-05	0.004758679	up	0.26642	0.163476757	0.754200584	false	17	1646145	1649866	-	protein_coding	Rab interacting lysosomal protein [Source:HGNC Symbol%3BAcc:HGNC:30266]	K13883: RILP; Rab-interacting lysosomal protein	hsa04145: Phagosome - Homo sapiens (human); hsa05132: Salmonella infection - Homo sapiens (human)	GO:0005515: protein binding; GO:0005737: cytoplasm; GO:0005764: lysosome; GO:0005764: lysosome; GO:0005765: lysosomal membrane; GO:0005765: lysosomal membrane; GO:0005770: late endosome; GO:0005770: late endosome; GO:0005829: cytosol; GO:0008333: endosome to lysosome transport; GO:0010796: regulation of multivesicular body size; GO:0015031: protein transport; GO:0030670: phagocytic vesicle membrane; GO:0031267: small GTPase binding; GO:0031267: small GTPase binding; GO:0031902: late endosome membrane; GO:0032509: endosome transport via multivesicular body sorting pathway; GO:0032991: protein-containing complex; GO:0036064: ciliary basal body; GO:0042177: negative regulation of protein catabolic process; GO:0045022: early endosome to late endosome transport; GO:0045022: early endosome to late endosome transport; GO:0045732: positive regulation of protein catabolic process; GO:0046983: protein dimerization activity; GO:0051959: dynein light intermediate chain binding; GO:0060271: cilium assembly; GO:0070676: intralumenal vesicle formation	NA
ENSG00000167711	SERPINF2	0.697	1.2054	0.9915	1.2404	0.7579	1.1983	1.1213	0.7598	1.1639	1.3126	1.0329	0.7076	0.9712	1.3722	1.6879	2.5676	0.4767	1.4282	0.7383	0.7869	0.4872	0.5522	1.6383	0.6162	0.6547	0.66	1.2732	0.5178	1.5151	0.5516	1.2358	0.851	1.2289	1.0972	0.7958	0.605	0.5508	0.7094	0.2824	0.5204	1.1961	0.7552	1.227	0.8962	0.3603	0.8824	0.9405	0.9377	0.7677	1.2722	43	73	55	72	39	49	56	45	66	72	56	38	52	69	109	160	27	84	41	48	25	30	93	44	44	43	75	28	100	34	69	47	81	62	51	38	29	42	17	31	69	44	79	51	20	46	41	52	48	73	-0.14101	0.437207178	0.854869211	false	-0.39952	0.041753923	0.182829899	down	-0.06224	0.775864125	0.890646405	false	-0.26764	0.273793738	0.600785987	false	0.07396	0.790671375	0.918222834	false	0.33717	0.210186194	0.802011643	false	17	1742836	1755265	+	protein_coding	serpin family F member 2 [Source:HGNC Symbol%3BAcc:HGNC:9075]	K03983: SERPINF2, AAP; alpha-2-antiplasmin	hsa04610: Complement and coagulation cascades - Homo sapiens (human)	GO:0002020: protease binding; GO:0002034: maintenance of blood vessel diameter homeostasis by renin-angiotensin; GO:0004866: endopeptidase inhibitor activity; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0004867: serine-type endopeptidase inhibitor activity; GO:0005515: protein binding; GO:0005576: extracellular region; GO:0005576: extracellular region; GO:0005577: fibrinogen complex; GO:0005615: extracellular space; GO:0005615: extracellular space; GO:0006953: acute-phase response; GO:0009986: cell surface; GO:0010757: negative regulation of plasminogen activation; GO:0010951: negative regulation of endopeptidase activity; GO:0030199: collagen fibril organization; GO:0031093: platelet alpha granule lumen; GO:0032967: positive regulation of collagen biosynthetic process; GO:0042730: fibrinolysis; GO:0042803: protein homodimerization activity; GO:0045597: positive regulation of cell differentiation; GO:0045944: positive regulation of transcription by RNA polymerase II; GO:0046330: positive regulation of JNK cascade; GO:0048514: blood vessel morphogenesis; GO:0048661: positive regulation of smooth muscle cell proliferation; GO:0051496: positive regulation of stress fiber assembly; GO:0051918: negative regulation of fibrinolysis; GO:0062023: collagen-containing extracellular matrix; GO:0070062: extracellular exosome; GO:0070374: positive regulation of ERK1 and ERK2 cascade; GO:0071636: positive regulation of transforming growth factor beta production; GO:0072562: blood microparticle; GO:2000049: positive regulation of cell-cell adhesion mediated by cadherin	NA
ENSG00000167716	WDR81	10.9344	14.0591	13.3106	17.4873	10.3752	17.3973	11.0095	10.6898	11.1639	14.5338	15.0795	5.8213	12.2137	12.8614	16.8726	12.063	11.4228	9.9551	8.3082	11.2348	9.7944	13.5479	11.7707	9.475	8.3328	8.6889	13.1247	9.6321	13.1464	11.5548	12.6376	10.8701	10.6035	10.9623	9.8471	9.9363	11.9033	9.7383	13.2094	7.8329	13.6243	13.0569	13.0089	11.2319	12.2188	15.1709	13.4454	8.8276	5.8534	8.7231	2326	2936	2546	3500	1841	2453	1896	2183	2183	2749	2819	1078	2255	2230	3757	2592	2231	2019	1591	2363	1733	2538	2304	2333	1931	1952	2666	1796	2992	2456	2433	2070	2410	2136	2176	2152	2161	1988	2742	1609	2710	2623	2888	2204	2339	2727	2021	1688	1262	1726	0.05628	0.668628617	0.927209815	false	-0.13786	0.183685865	0.427309516	false	-0.16558	0.097633463	0.273400761	false	-0.20185	0.081047152	0.325179972	false	-0.22501	0.031781822	0.185028995	down	-0.02896	0.727924528	0.962924681	false	17	1716523	1738599	+	protein_coding	WD repeat domain 81 [Source:HGNC Symbol%3BAcc:HGNC:26600]	K17601: WDR81; WD repeat-containing protein 81	NA	GO:0000421: autophagosome membrane; GO:0005515: protein binding; GO:0005739: mitochondrion; GO:0005739: mitochondrion; GO:0005765: lysosomal membrane; GO:0005829: cytosol; GO:0006511: ubiquitin-dependent protein catabolic process; GO:0007005: mitochondrion organization; GO:0031313: extrinsic component of endosome membrane; GO:0031901: early endosome membrane; GO:0031902: late endosome membrane; GO:0035014: phosphatidylinositol 3-kinase regulator activity; GO:0035014: phosphatidylinositol 3-kinase regulator activity; GO:0035973: aggrephagy; GO:0035973: aggrephagy; GO:0043551: regulation of phosphatidylinositol 3-kinase activity; GO:0043551: regulation of phosphatidylinositol 3-kinase activity; GO:0045022: early endosome to late endosome transport; GO:0050821: protein stabilization; GO:0070530: K63-linked polyubiquitin modification-dependent protein binding	NA
ENSG00000167723	TRPV3	0.4515	0.3873	0.1938	0.1347	0.4986	0.2629	0.1615	0.7963	0.3921	0.7929	0.3065	0.1228	0.356	0.277	0.3746	0.2862	0.4788	0.1163	0.2684	0.1642	0.3143	0.2114	0.3228	0.1574	0.1891	0.1388	0.5019	0.0768	0.0926	0.0515	0.2626	0.2566	0.2558	0.1816	0.122	0.6652	0.2692	0.2105	0.0893	0.4717	0.6227	0.432	0.1594	0.1245	0.4225	0.75	0.4316	0.4054	0.1954	0.3151	114	96	44	32	105	44	33	193	91	178	68	27	78	57	99	73	111	28	61	41	66	47	75	46	52	37	121	17	25	13	60	58	69	42	32	171	58	51	22	115	147	103	42	29	96	160	77	92	50	74	-0.10583	0.733549713	0.944489209	false	-0.88891	0.001095291	0.020817862	down	-0.3903	0.128018114	0.32204125	false	-0.78749	0.035083189	0.208734088	down	-0.28566	0.411211328	0.690961405	false	0.49984	0.106561126	0.690605982	false	17	3510502	3557812	-	protein_coding	transient receptor potential cation channel subfamily V member 3 [Source:HGNC Symbol%3BAcc:HGNC:18084]	K04972: TRPV3; transient receptor potential cation channel subfamily V member 3	hsa04750: Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	GO:0005216: ion channel activity; GO:0005262: calcium channel activity; GO:0005262: calcium channel activity; GO:0005886: plasma membrane; GO:0005887: integral component of plasma membrane; GO:0009408: response to heat; GO:0042636: negative regulation of hair cycle; GO:0043235: receptor complex; GO:0070588: calcium ion transmembrane transport; GO:0090280: positive regulation of calcium ion import; GO:0098703: calcium ion import across plasma membrane	NA
ENSG00000167748	KLK1	0.2715	0.9924	0.8703	0.2377	0.4021	0.3373	0.0592	1.3476	0.2432	0.2155	1.3449	0.3119	0.4968	1.1953	0.7629	0.4743	0.1392	0.134	0.3194	0.2746	0.288	0.0725	0.3819	0.1656	0.4545	0.1815	0.2509	0.2369	0.4329	0.3037	0.4235	0.2141	0.2691	0.3836	0.3382	0.3922	0.5989	0.2829	0.0655	0.3143	0.854	0.1691	0.0306	0.2424	0.6567	0.3402	0.339	0.2132	0.3624	2.3696	17	61	49	14	21	14	3	81	14	12	74	17	27	61	50	30	8	8	18	17	15	4	22	12	31	12	15	13	29	19	24	12	18	22	22	25	32	17	4	19	50	10	2	14	37	18	15	12	23	138	-0.13159	0.792340242	0.959389602	false	-0.93423	0.011289243	0.085943633	down	-1.131	0.004291601	0.037397731	down	-0.80812	0.039291431	0.221266402	down	-1.0015	0.020648664	0.146603949	down	-0.20119	0.474959411	0.907537195	false	19	50819146	50823787	-	protein_coding	kallikrein 1 [Source:HGNC Symbol%3BAcc:HGNC:6357]	K01325: KLK1_2; tissue kallikrein [EC:3.4.21.35]	hsa04614: Renin-angiotensin system - Homo sapiens (human); hsa04961: Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	GO:0003073: regulation of systemic arterial blood pressure; GO:0004252: serine-type endopeptidase activity; GO:0005634: nucleus; GO:0030141: secretory granule; GO:0031638: zymogen activation; GO:0070062: extracellular exosome	NA
ENSG00000167766	ZNF83	21.5629	10.136	8.4006	16.2343	17.1724	10.0707	12.421	13.0958	14.2221	10.799	6.9546	25.3894	14.771	18.81	24.5043	6.9818	11.4826	5.2636	9.0593	12.2031	16.1593	19.8765	9.4129	9.1989	7.2627	8.9474	11.8457	8.0348	12.5316	9.4569	7.8187	9.43	8.9378	7.3187	5.0238	8.8824	13.3267	12.1949	6.2778	13.5533	12.4646	13.1507	8.1896	9.6743	9.1157	12.9003	14.6498	19.4782	13.5442	14.1064	4516	2084	1582	3199	3000	1398	2106	2633	2738	2011	1280	4629	2685	3211	5372	1477	2208	1051	1708	2527	2815	3666	1814	2230	1657	1979	2369	1475	2808	1979	1482	1768	2000	1404	1093	1894	2382	2451	1283	2741	2441	2601	1790	1869	1718	2283	2168	3667	2875	2748	-0.19017	0.40069673	0.843945592	false	-0.56887	0.003223517	0.039718054	down	-0.55872	0.004192826	0.03690496	down	-0.3869	0.059593513	0.275761617	false	-0.37304	0.064477342	0.271218183	false	0.0108	0.952392245	0.994412964	false	19	52594060	52690559	-	protein_coding	zinc finger protein 83 [Source:HGNC Symbol%3BAcc:HGNC:13158]	K09228: KRAB; KRAB domain-containing zinc finger protein	hsa05168: Herpes simplex virus 1 infection - Homo sapiens (human)	GO:0000978: RNA polymerase II cis-regulatory region sequence-specific DNA binding; GO:0000981: DNA-binding transcription factor activity, RNA polymerase II-specific; GO:0005515: protein binding; GO:0005634: nucleus; GO:0006357: regulation of transcription by RNA polymerase II; GO:0046872: metal ion binding	zf-C2H2
ENSG00000167769	ACER1	0.9583	1.1117	0.2368	0.679	1.8509	1.5662	1.1179	1.0537	1.9402	1.2574	1.1813	0.8256	1.8708	0.6532	0.8392	1.0278	1.3336	1.396	0.6801	1.4538	1.5361	1.5718	0.7811	1.3568	0.1466	2.2937	0.5018	0.9414	0.4976	0.4795	0.0882	0.5947	0.573	0.6393	1.1019	1.2027	0.8421	1.0818	1.0639	0.3308	1.2241	1.4657	0.8417	1.1831	0.5324	1.4806	1.0548	0.9476	0.8404	1.5454	36	41	8	24	58	39	34	38	67	42	39	27	61	20	33	39	46	50	23	54	48	52	27	59	6	91	18	31	20	18	3	20	23	22	43	46	27	39	39	12	43	52	33	41	18	47	28	32	32	54	-0.1994	0.437227343	0.854869211	false	-0.63364	0.008945284	0.075093502	down	-0.01972	0.935242688	0.970115987	false	-0.44558	0.215868082	0.53780075	false	0.17301	0.628324578	0.833258165	false	0.6141	0.060260888	0.596627476	false	19	6306142	6333612	-	protein_coding	alkaline ceramidase 1 [Source:HGNC Symbol%3BAcc:HGNC:18356]	K01441: ACER1_2, ASAH3; alkaline ceramidase [EC:3.5.1.23]	hsa00600: Sphingolipid metabolism - Homo sapiens (human); hsa01100: Metabolic pathways - Homo sapiens (human); hsa04071: Sphingolipid signaling pathway - Homo sapiens (human)	GO:0005515: protein binding; GO:0005783: endoplasmic reticulum; GO:0005783: endoplasmic reticulum; GO:0005789: endoplasmic reticulum membrane; GO:0006665: sphingolipid metabolic process; GO:0008544: epidermis development; GO:0010446: response to alkaline pH; GO:0016021: integral component of membrane; GO:0017040: N-acylsphingosine amidohydrolase activity; GO:0017040: N-acylsphingosine amidohydrolase activity; GO:0019216: regulation of lipid metabolic process; GO:0030148: sphingolipid biosynthetic process; GO:0030148: sphingolipid biosynthetic process; GO:0030154: cell differentiation; GO:0030216: keratinocyte differentiation; GO:0033561: regulation of water loss via skin; GO:0046512: sphingosine biosynthetic process; GO:0046512: sphingosine biosynthetic process; GO:0046512: sphingosine biosynthetic process; GO:0046514: ceramide catabolic process; GO:0046514: ceramide catabolic process; GO:0046514: ceramide catabolic process; GO:0046872: metal ion binding; GO:0048733: sebaceous gland development; GO:0071277: cellular response to calcium ion; GO:0071633: dihydroceramidase activity; GO:0071633: dihydroceramidase activity; GO:0071633: dihydroceramidase activity; GO:0102121: ceramidase activity	NA
ENSG00000167770	OTUB1	17.8788	22.0925	22.343	20.496	21.6559	22.302	21.1148	20.6451	20.9399	21.9047	23.5024	15.0467	24.5612	20.7707	20.0722	26.5286	25.1684	26.9016	24.6156	24.4824	18.6727	21.1604	24.361	21.3816	23.0854	17.7061	21.8312	22.7655	20.0716	22.6341	21.1027	19.7963	21.4609	21.2167	24.2159	24.1823	19.8957	21.6709	21.1	20.65	22.9199	21.1529	18.8541	21.1529	22.0956	19.2331	19.0422	15.5321	19.2027	22.3047	2506	3040	2816	2703	2532	2072	2396	2778	2698	2730	2895	1836	2988	2373	2945	3756	3239	3595	3106	3393	2177	2612	3142	3469	3525	2621	2922	2797	3010	3170	2677	2484	3214	2724	3526	3451	2380	2915	2886	2795	3004	2800	2758	2735	2787	2278	1886	1957	2728	2908	-0.05474	0.518860815	0.884542279	false	0.02006	0.759613666	0.885219325	false	0.18605	0.015756566	0.084875173	up	0.06819	0.330091532	0.65743952	false	0.23838	0.008403922	0.087724411	up	0.16366	0.020715543	0.430070524	up	11	63985853	64001811	+	protein_coding	OTU deubiquitinase%2C ubiquitin aldehyde binding 1 [Source:HGNC Symbol%3BAcc:HGNC:23077]	K09602: OTUB1; ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]	NA	GO:0002250: adaptive immune response; GO:0004843: cysteine-type deubiquitinase activity; GO:0004843: cysteine-type deubiquitinase activity; GO:0005515: protein binding; GO:0005634: nucleus; GO:0005654: nucleoplasm; GO:0005829: cytosol; GO:0006281: DNA repair; GO:0006974: cellular response to DNA damage stimulus; GO:0019784: deNEDDylase activity; GO:0031625: ubiquitin protein ligase binding; GO:0043130: ubiquitin binding; GO:0043130: ubiquitin binding; GO:0070062: extracellular exosome; GO:0071108: protein K48-linked deubiquitination; GO:0071108: protein K48-linked deubiquitination; GO:1901315: negative regulation of histone H2A K63-linked ubiquitination; GO:1901315: negative regulation of histone H2A K63-linked ubiquitination; GO:2000780: negative regulation of double-strand break repair; GO:2000780: negative regulation of double-strand break repair	NA
ENSG00000167772	ANGPTL4	0.0614	0.0469	0.0342	0.1796	0	0.139	0.019	0.016	0.1002	0.0864	0.1049	0	0.1239	0.1131	0.1321	0.152	0.1338	0.0805	0.0682	0.0932	0.1846	0.1221	0.1669	0.0663	0.1269	0.0436	0.193	0.0701	0.1292	0.0461	0.0339	0.0515	0.1869	0.1006	0.0148	0.1207	0.072	0.048	0.0787	0.1909	0.2299	0.1464	0.0883	0.0832	0.1365	0.0545	0.0869	0.0171	0	0.0991	4	3	2	11	0	6	1	1	6	5	6	0	7	6	9	10	8	5	4	6	10	7	10	5	9	3	12	4	9	3	2	3	13	6	1	8	4	3	5	12	14	9	6	5	8	3	4	1	0	6	-0.7023	0.163609668	0.751099555	false	-0.0093	0.979895021	0.991324551	false	0.27743	0.380840722	0.615181683	false	0.68867	0.208870812	1	false	0.9847	0.03490573	0.195195949	up	0.29239	0.408971337	1	false	19	8363289	8374370	+	protein_coding	angiopoietin like 4 [Source:HGNC Symbol%3BAcc:HGNC:16039]	K08767: ANGPTL4, PGAR; angiopoietin-like 4	hsa03320: PPAR signaling pathway - Homo sapiens (human); hsa04979: Cholesterol metabolism - Homo sapiens (human)	GO:0001525: angiogenesis; GO:0001666: response to hypoxia; GO:0004857: enzyme inhibitor activity; GO:0004857: enzyme inhibitor activity; GO:0005102: signaling receptor binding; GO:0005515: protein binding; GO:0005576: extracellular region; GO:0005576: extracellular region; GO:0005615: extracellular space; GO:0005615: extracellular space; GO:0006629: lipid metabolic process; GO:0042802: identical protein binding; GO:0043066: negative regulation of apoptotic process; GO:0043335: protein unfolding; GO:0045766: positive regulation of angiogenesis; GO:0051005: negative regulation of lipoprotein lipase activity; GO:0062023: collagen-containing extracellular matrix; GO:0070328: triglyceride homeostasis; GO:0070328: triglyceride homeostasis; GO:0072562: blood microparticle; GO:0072577: endothelial cell apoptotic process; GO:2000352: negative regulation of endothelial cell apoptotic process	NA
ENSG00000167775	CD320	13.3434	9.9561	7.2342	13.1537	13.0771	14.7711	9.3741	7.0366	10.7055	17.3327	9.8124	6.5335	9.647	11.8072	16.3644	10.6835	8.5199	9.0621	3.5388	7.7766	8.2215	7.9167	5.6554	6.9743	7.4564	7.8809	8.3842	7.4592	7.405	5.1914	7.7219	5.0492	7.8522	6.264	17.8704	10.6976	10.319	8.3947	5.5551	5.7691	11.7371	11.0738	5.6417	7.7027	4.782	8.9613	5.0986	6.5499	3.7192	9.5576	800	586	390	742	654	587	455	405	590	924	517	341	502	577	1027	647	469	518	191	461	410	418	312	484	487	499	480	392	475	311	419	271	503	344	1113	653	528	483	325	334	658	627	353	426	258	454	216	353	226	533	0.18656	0.329011183	0.82229563	false	-0.20394	0.263017892	0.518254003	false	-0.20653	0.208722622	0.434321131	false	-0.39859	0.058073418	0.272375248	false	-0.39613	0.021114206	0.148193796	down	-0.00365	0.983977273	0.996300129	false	19	8302127	8308358	-	protein_coding	CD320 molecule [Source:HGNC Symbol%3BAcc:HGNC:16692]	K06734: CD320; CD320 antigen	NA	GO:0005509: calcium ion binding; GO:0005515: protein binding; GO:0005783: endoplasmic reticulum; GO:0005886: plasma membrane; GO:0005886: plasma membrane; GO:0005886: plasma membrane; GO:0005887: integral component of plasma membrane; GO:0006897: endocytosis; GO:0007165: signal transduction; GO:0008083: growth factor activity; GO:0009235: cobalamin metabolic process; GO:0015889: cobalamin transport; GO:0015889: cobalamin transport; GO:0016020: membrane; GO:0030656: regulation of vitamin metabolic process; GO:0030890: positive regulation of B cell proliferation; GO:0031296: B cell costimulation; GO:0031419: cobalamin binding; GO:0038024: cargo receptor activity	NA
ENSG00000167779	IGFBP6	0.1694	1.5246	0.8166	0.5403	0.8464	0.0426	0.1395	0.2942	0.1536	0.6987	0.3214	0.3568	0.2603	0.4504	0.1889	1.5097	0.5844	0.9182	5.0507	0.4284	0.2716	0.1283	0.3683	0.122	0.1037	0.0535	0.4732	0.5155	0.8183	0.8762	0.0624	0.1577	0.3172	0.1542	1.1146	0.3883	0.5294	0.1471	0.3762	0.0292	0.151	0.1794	0.46	0.4592	0.3452	0.1671	0	0.754	0.5573	0.0304	6	53	26	18	25	1	4	10	5	22	10	11	8	13	7	54	19	31	161	15	8	4	12	5	4	2	16	16	31	31	2	5	12	5	41	14	16	5	13	1	5	6	17	15	11	5	0	24	20	1	0.62186	0.213692256	0.775636051	false	0.27109	0.524289786	0.739537225	false	1.36969	0.008525458	0.058586567	up	-0.35616	0.515318613	0.790048201	false	0.75168	0.314091275	0.606394003	false	0.09098	0.845889715	0.979484898	false	12	53097436	53102345	+	protein_coding	insulin like growth factor binding protein 6 [Source:HGNC Symbol%3BAcc:HGNC:5475]	K23579: IGFBP6; insulin-like growth factor-binding protein 6	NA	GO:0001968: fibronectin binding; GO:0005102: signaling receptor binding; GO:0005515: protein binding; GO:0005576: extracellular region; GO:0005615: extracellular space; GO:0005794: Golgi apparatus; GO:0007165: signal transduction; GO:0008285: negative regulation of cell population proliferation; GO:0016477: cell migration; GO:0031994: insulin-like growth factor I binding; GO:0031995: insulin-like growth factor II binding; GO:0031995: insulin-like growth factor II binding; GO:0032874: positive regulation of stress-activated MAPK cascade; GO:0042568: insulin-like growth factor binary complex; GO:0042802: identical protein binding; GO:0043410: positive regulation of MAPK cascade; GO:0043567: regulation of insulin-like growth factor receptor signaling pathway; GO:0090090: negative regulation of canonical Wnt signaling pathway	NA
